"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Omar De Los Santos","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".230",".423",".184","","12","0.0","0.0","","-0.1","0.0","0.0","sa3008938"
"Johan Sala","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".195",".216",".411",".181","","7","0.0","0.0","","-0.1","0.0","0.0","sa872543"
"Carlos Baez","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".182",".206",".388",".170","","-5","0.0","0.0","","-0.1","0.0","0.0","sa880736"
"Marlon Cairo","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".193",".233",".426",".186","","12","0.0","0.0","","-0.1","0.0","0.0","sa3008860"
"Jose Dilone","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".197",".223",".420",".185","","6","0.0","0.0","","-0.1","0.0","0.0","sa3008820"
"Bryant Aragon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".216",".246",".462",".202","","19","0.0","0.0","","-0.1","0.0","0.0","sa878799"
"Raymond Mora","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".210",".223",".434",".193","","12","0.0","0.0","","-0.1","0.0","0.0","sa3002698"
"Ronny Dominguez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".200",".235",".435",".190","","7","0.0","0.0","","-0.1","0.0","0.0","sa917343"
"Jake Guenther","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".203",".240",".443",".193","","16","0.0","0.0","","-0.1","0.0","0.0","sa3011263"
"Ronald Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".195",".236",".431",".188","","9","0.0","0.0","","-0.1","0.0","0.0","sa828233"
"Jaswel De Los Santos","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".199",".230",".429",".187","","7","0.0","0.0","","-0.1","0.0","0.0","sa3008838"
"Abdiel Layer","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".190",".212",".402",".177","","6","0.0","0.0","","-0.1","0.0","0.0","sa3007291"
"Cristian Gonzalez","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".177",".188",".365",".162","","-5","0.0","0.0","","-0.1","0.0","0.0","sa3008771"
"Christian Valerio","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".190",".208",".397",".175","","0","0.0","0.0","","-0.1","0.0","0.0","sa3003308"
"Diego Hernandez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".196",".232",".429",".187","","6","0.0","0.0","","-0.1","0.0","0.0","sa3005759"
"Brett Baty","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".185",".208",".393",".174","","6","0.0","0.0","","-0.1","0.0","0.0","sa3010869"
"Stiven Acevedo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".199",".230",".429",".188","","7","0.0","0.0","","-0.1","0.0","0.0","sa3008952"
"Carlos Medrano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".176",".189",".364",".162","","-8","0.0","0.0","","-0.1","0.0","0.0","sa3003387"
"Juan Diaz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".197",".225",".422",".186","","12","0.0","0.0","","-0.1","0.0","0.0","sa3008862"
"Nasim Nunez","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".187",".187",".374",".168","","0","0.0","0.0","","-0.1","0.0","0.0","sa3010695"
"Henderson De Oleo","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".189",".221",".411",".181","","0","0.0","0.0","","-0.1","0.0","0.0","sa872784"
"Jose Quezada","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".191",".220",".411",".180","","6","0.0","0.0","","-0.1","0.0","0.0","sa3005165"
"Lawrence Butler","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".190",".213",".403",".179","","6","0.0","0.0","","-0.1","0.0","0.0","sa3006873"
"Saul Torres","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".127",".165",".192",".358",".158","","-11","0.0","0.0","","-0.1","0.0","0.0","sa923363"
"Jose Quero","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".208",".251",".459",".199","","16","0.0","0.0","","-0.1","0.0","0.0","sa917017"
"Luis Milla","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".193",".232",".425",".185","","6","0.0","0.0","","-0.1","0.0","0.0","sa3006592"
"Jesus Chirinos","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".179",".201",".380",".168","","-5","0.0","0.0","","-0.1","0.0","0.0","sa3005538"
"Reyny Reyes","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".193",".214",".407",".178","","0","0.0","0.0","","-0.1","0.0","0.0","sa3003178"
"Pedro Mota","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".212",".234",".446",".196","","0","0.0","0.0","","-0.1","0.0","0.0","sa3008800"
"Luis Avalo","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".174",".211",".385",".168","","-5","0.0","0.0","","-0.1","0.0","0.0","sa916731"
"Jeferson Espinal","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".203",".237",".441",".192","","11","0.0","0.0","","-0.1","0.0","0.0","sa3008793"
"Juan Mata","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".217",".407",".178","","6","0.0","0.0","","-0.1","0.0","0.0","sa3005943"
"Rehybell Perozo","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".201",".225",".426",".188","","0","0.0","0.0","","-0.1","0.0","0.0","sa3003243"
"Bradly Encarnacion","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".184",".185",".370",".166","","0","0.0","0.0","","-0.1","0.0","0.0","sa3009193"
"Givaine Basilia","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".184",".199",".383",".169","","0","0.0","0.0","","-0.1","0.0","0.0","sa3005491"
"Denny Daza","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".190",".201",".391",".173","","-5","0.0","0.0","","-0.1","0.0","0.0","sa3005534"
"Tristen Carranza","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".202",".238",".440",".192","","11","0.0","0.0","","-0.1","0.0","0.0","sa3009894"
"Anthony Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".188",".215",".403",".178","","3","0.0","0.0","","-0.1","0.0","0.0","sa872752"
"Luis Almanzar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".186",".198",".384",".170","","-3","0.0","0.0","","-0.1","0.0","0.0","sa916830"
"Yowelfy Rosario","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".183",".200",".383",".169","","0","0.0","0.0","","-0.1","0.0","0.0","sa3003346"
"Jamori Blash","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".210",".274",".485",".208","","20","0.0","0.0","","-0.1","0.0","0.0","sa3004396"
"Bren Spillane","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".205",".235",".440",".195","","11","0.0","0.0","","-0.1","0.0","0.0","sa876159"
"Juan Batista","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".206",".230",".436",".192","","11","0.0","0.0","","-0.1","0.0","0.0","sa3005629"
"Luis Diaz","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".199",".210",".409",".182","","5","0.0","0.0","","-0.1","0.0","0.0","sa917355"
"Carlos Santiago","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".179",".202",".381",".167","","0","0.0","0.0","","-0.1","0.0","0.0","sa3005565"
"Nolan Perez","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".176",".211",".386",".168","","0","0.0","0.0","","-0.1","0.0","0.0","sa917802"
"Cristian Gomez","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".221",".411",".179","","6","0.0","0.0","","-0.1","0.0","0.0","sa917191"
"Widimer Joaquin","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".195",".219",".414",".181","","5","0.0","0.0","","-0.1","0.0","0.0","sa3005760"
"Jean Eusebio","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".200",".229",".429",".189","","11","0.0","0.0","","-0.1","0.0","0.0","sa3003416"
"Luis Avila","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".191",".209",".399",".175","","0","0.0","0.0","","-0.1","0.0","0.0","sa917198"
"Juan De Leon","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".189",".225",".415",".182","","6","0.0","0.0","","-0.1","0.0","0.0","sa872565"
"Oswel Leones","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".203",".238",".441",".192","","11","0.0","0.0","","-0.1","0.0","0.0","sa3005945"
"Quentin Holmes","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".197",".233",".430",".189","","6","0.0","0.0","","-0.1","0.0","0.0","sa3004776"
"Darlyn Montero","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".180",".202",".382",".168","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3009324"
"Guarner Dipre","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".186",".210",".397",".174","","0","0.0","0.0","","-0.1","0.0","0.0","sa3005793"
"Asdrubal Alvarez","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".189",".201",".390",".173","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3003294"
"Victor Garcia","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".194",".232",".427",".186","","11","0.0","0.0","","-0.1","0.0","0.0","sa3003196"
"Carlos Rivero","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".191",".208",".399",".177","","-1","0.0","0.0","","-0.1","0.0","0.0","sa828427"
"Oswaldo Pina","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".188",".202",".390",".173","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3003214"
"Freddvil Chevez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".198",".243",".441",".191","","15","0.0","0.0","","-0.1","0.0","0.0","sa3003413"
"Aubrey McCarty","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".197",".228",".425",".186","","8","0.0","0.0","","-0.1","0.0","0.0","sa738687"
"Felix Fernandez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".138",".173",".197",".370",".163","","-12","0.0","0.0","","-0.1","0.0","0.0","sa872795"
"Steven Fana","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".214",".281",".495",".212","","11","0.0","0.0","","-0.1","0.0","0.0","sa3003300"
"Christopher De La Cruz","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".208",".233",".440",".194","","11","0.0","0.0","","-0.1","0.0","0.0","sa3005777"
"Omar Diaz","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".188",".213",".401",".177","","5","0.0","0.0","","-0.1","0.0","0.0","sa3008813"
"Julio De La Cruz","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".182",".202",".384",".169","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3003224"
"Samuel Marte","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".179",".191",".370",".165","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3008945"
"Nerwilian Cedeno","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".189",".187",".376",".169","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3010026"
"Luis Mieses","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".185",".228",".413",".179","","5","0.0","0.0","","-0.1","0.0","0.0","sa3003274"
"Ivan Johnson","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".188",".216",".404",".176","","-1","0.0","0.0","","-0.1","0.0","0.0","sa1169627"
"Franklin Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".187",".218",".405",".177","","2","0.0","0.0","","-0.1","0.0","0.0","sa873167"
"Antonio Cabello","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".189",".228",".417",".182","","5","0.0","0.0","","-0.1","0.0","0.0","sa3005600"
"Raffy Ozuna","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".184",".192",".376",".168","","-1","0.0","0.0","","-0.1","0.0","0.0","sa917133"
"Danyer Sanabria","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".193",".250",".443",".191","","10","0.0","0.0","","-0.1","0.0","0.0","sa3008853"
"Albert Jerez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".186",".209",".395",".173","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3008378"
"Quin Cotton","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".205",".236",".441",".194","","10","0.0","0.0","","-0.1","0.0","0.0","sa3009872"
"Junior Ortega","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".194",".247",".441",".190","","10","0.0","0.0","","-0.1","0.0","0.0","sa3008736"
"Felix Osorio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".195",".229",".424",".186","","8","0.0","0.0","","-0.1","0.0","0.0","sa832300"
"Reidy Mercado","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".203",".234",".437",".191","","10","0.0","0.0","","-0.1","0.0","0.0","sa3005612"
"Pedro Alfonseca","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".240",".432",".188","","5","0.0","0.0","","-0.1","0.0","0.0","sa918899"
"Luis Castillo","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".183",".183",".366",".164","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3009761"
"Hunter Hearn","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".193",".246",".439",".190","","10","0.0","0.0","","-0.1","0.0","0.0","sa3010591"
"Jose Berroa","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".201",".225",".426",".187","","10","0.0","0.0","","-0.1","0.0","0.0","sa3008896"
"Chad Bell","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".176",".218",".395",".172","","-1","0.0","0.0","","-0.1","0.0","0.0","sa3010888"
"Cash Gladfelter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".188",".211",".399",".176","","1","0.0","0.0","","-0.1","0.0","0.0","sa3006734"
"Yhordegny Kelly","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".194",".230",".423",".185","","8","0.0","0.0","","-0.1","0.0","0.0","sa917180"
"Edickson Soto","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".193",".231",".424",".184","","5","0.0","0.0","","-0.1","0.0","0.0","sa3003250"
"Samuel Jorge","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".185",".212",".397",".174","","4","0.0","0.0","","-0.1","0.0","0.0","sa3003321"
"Luis Paez","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".196",".201",".396",".176","","4","0.0","0.0","","-0.1","0.0","0.0","sa3005771"
"Carlos Soler","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".195",".226",".421",".184","","10","0.0","0.0","","-0.1","0.0","0.0","sa3003320"
"Joe Aeilts","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".219",".270",".489",".211","","10","0.0","0.0","","-0.1","0.0","0.0","sa3009895"
"Johendry Vasquez","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".213",".251",".464",".202","","4","0.0","0.0","","-0.1","0.0","0.0","sa3007749"
"Skeiling Rodriguez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".201",".226",".426",".187","","5","0.0","0.0","","-0.1","0.0","0.0","sa3005542"
"Emilson Rosado","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".189",".216",".406",".178","","4","0.0","0.0","","-0.1","0.0","0.0","sa3005543"
"Miguel Flames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".204",".256",".460",".199","","16","0.0","0.0","","-0.1","0.0","0.0","sa872566"
"Densi Meli","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".179",".198",".377",".166","","-7","0.0","0.0","","-0.1","0.0","0.0","sa3008927"
"Edwin Ventura","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".194",".227",".420",".184","","5","0.0","0.0","","-0.1","0.0","0.0","sa872772"
"Jose Rodriguez","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".193",".227",".420",".183","","5","0.0","0.0","","-0.1","0.0","0.0","sa3005934"
"Johan Liberato","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".217",".271",".488",".211","","10","0.0","0.0","","-0.1","0.0","0.0","sa3005623"
"Lency Delgado","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".175",".188",".363",".160","","-7","0.0","0.0","","-0.1","0.0","0.0","sa3006913"
"Juan Carlos Abreu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".199",".221",".420",".185","","7","0.0","0.0","","-0.1","0.0","0.0","sa918527"
"Ryan Reynolds","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".190",".217",".407",".179","","4","0.0","0.0","","-0.1","0.0","0.0","sa3010849"
"Colin Simpson","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".212",".281",".493",".211","","10","0.0","0.0","","-0.1","0.0","0.0","sa1159681"
"Walner Espinal","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".185",".210",".395",".173","","4","0.0","0.0","","-0.1","0.0","0.0","sa3003392"
"Braian Fernandez","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".204",".236",".440",".192","","10","0.0","0.0","","-0.1","0.0","0.0","sa3005751"
"Yunior Martinez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".183",".220",".403",".175","","4","0.0","0.0","","-0.1","0.0","0.0","sa917787"
"Luis Silva","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".192",".224",".416",".181","","4","0.0","0.0","","-0.1","0.0","0.0","sa3005547"
"Reivaj Garcia","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".196",".211",".407",".179","","4","0.0","0.0","","-0.1","0.0","0.0","sa3006900"
"Roberto Monegro","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".183",".187",".370",".165","","-2","0.0","0.0","","-0.1","0.0","0.0","sa3008766"
"Jose Colon","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".219",".238",".457",".201","","4","0.0","0.0","","-0.1","0.0","0.0","sa3005520"
"Roger Marmol","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".169",".199",".367",".161","","-13","0.0","0.0","","-0.1","0.0","0.0","sa3003399"
"Michael James","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".205",".237",".442",".193","","-2","0.0","0.0","","-0.1","0.0","0.0","sa3008798"
"Andy Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".190",".233",".423",".184","","7","0.0","0.0","","-0.1","0.0","0.0","sa828133"
"Samuel Vasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".195",".224",".420",".184","","7","0.0","0.0","","-0.1","0.0","0.0","sa917173"
"Herson Perez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".197",".206",".403",".179","","3","0.0","0.0","","-0.1","0.0","0.0","sa917640"
"Beau Philip","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".188",".202",".390",".173","","-2","0.0","0.0","","-0.1","0.0","0.0","sa1169595"
"Trevor Schwecke","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".205",".237",".442",".194","","13","0.0","0.0","","-0.1","0.0","0.0","sa3009874"
"Jeison Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".190",".233",".423",".184","","7","0.0","0.0","","-0.1","0.0","0.0","sa917755"
"Rolando Lebron","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".188",".231",".419",".182","","9","0.0","0.0","","-0.1","0.0","0.0","sa917478"
"Fleury Nova","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".199",".225",".424",".186","","9","0.0","0.0","","-0.1","0.0","0.0","sa3005620"
"Kelvin Smith","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".175",".199",".375",".164","","-8","0.0","0.0","","-0.1","0.0","0.0","sa3006914"
"Stanley Martinez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".215",".263",".478",".207","","13","0.0","0.0","","-0.1","0.0","0.0","sa873540"
"Raul Juarez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".187",".232",".420",".182","","3","0.0","0.0","","-0.1","0.0","0.0","sa872462"
"Adonis Giron","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".180",".222",".402",".175","","4","0.0","0.0","","-0.1","0.0","0.0","sa3005719"
"Luis Carlos Diaz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".195",".216",".411",".182","","9","0.0","0.0","","-0.1","0.0","0.0","sa3003249"
"Junior Perez","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".189",".233",".422",".184","","9","0.0","0.0","","-0.1","0.0","0.0","sa3005744"
"Bryan Mateo","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".197",".227",".424",".186","","9","0.0","0.0","","-0.1","0.0","0.0","sa3005494"
"Jean Montero","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".198",".224",".422",".186","","4","0.0","0.0","","-0.1","0.0","0.0","sa917386"
"Derian Perez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".197",".227",".423",".186","","4","0.0","0.0","","-0.1","0.0","0.0","sa3002844"
"Miguel Perez","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".138",".184",".208",".393",".174","","4","0.0","0.0","","-0.1","0.0","0.0","sa3004053"
"Osvaldo Santilien","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".192",".229",".421",".184","","6","0.0","0.0","","-0.1","0.0","0.0","sa917312"
"Daury Del Rosario","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".184",".184",".368",".165","","-3","0.0","0.0","","-0.1","0.0","0.0","sa3008764"
"Drevian Williams-Nelson","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".183",".194",".376",".167","","-3","0.0","0.0","","-0.1","0.0","0.0","sa3007829"
"Jaylen Palmer","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".176",".188",".364",".162","","-2","0.0","0.0","","-0.1","0.0","0.0","sa3008297"
"Sebastian Burciaga","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".196",".213",".410",".180","","3","0.0","0.0","","-0.1","0.0","0.0","sa3009545"
"Fernando Brazoban","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".194",".221",".415",".183","","9","0.0","0.0","","-0.1","0.0","0.0","sa3009327"
"Angel Maita","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".199",".225",".424",".186","","4","0.0","0.0","","-0.1","0.0","0.0","sa3005556"
"Yolki Pena","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".222",".256",".479",".209","","9","0.0","0.0","","-0.1","0.0","0.0","sa3003334"
"Natanael Santana","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".186",".212",".397",".176","","3","0.0","0.0","","-0.1","0.0","0.0","sa3008950"
"Eynar Machin","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".185",".205",".390",".172","","3","0.0","0.0","","-0.1","0.0","0.0","sa3005540"
"Neyfy Castillo","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".188",".220",".408",".179","","3","0.0","0.0","","-0.1","0.0","0.0","sa3005544"
"Gerardo Nunez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".188",".208",".396",".174","","0","0.0","0.0","","-0.1","0.0","0.0","sa917491"
"Diomedes Del Rio","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".192",".224",".416",".182","","9","0.0","0.0","","-0.1","0.0","0.0","sa921439"
"Daniel Oliva","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".191",".213",".404",".179","","3","0.0","0.0","","-0.1","0.0","0.0","sa3008902"
"Warling Vicente","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".196",".216",".412",".182","","3","0.0","0.0","","-0.1","0.0","0.0","sa3003277"
"Jose Rivera","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".196",".204",".400",".178","","2","0.0","0.0","","-0.1","0.0","0.0","sa3003420"
"Peterson Plaz","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".203",".233",".435",".191","","9","0.0","0.0","","-0.1","0.0","0.0","sa918114"
"Albert Feliz","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".190",".237",".427",".186","","3","0.0","0.0","","-0.1","0.0","0.0","sa3008799"
"Angel Medina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".180",".218",".399",".174","","0","0.0","0.0","","-0.1","0.0","0.0","sa917024"
"Jean Selmo","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".191",".225",".416",".182","","8","0.0","0.0","","-0.1","0.0","0.0","sa3002704"
"Raider Uceta","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".181",".218",".399",".174","","3","0.0","0.0","","-0.1","0.0","0.0","sa3006577"
"Kenneth Betancourt","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".187",".203",".390",".171","","2","0.0","0.0","","-0.1","0.0","0.0","sa3003350"
"Debby Santana","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".185",".233",".419",".181","","2","0.0","0.0","","-0.1","0.0","0.0","sa3003210"
"Darlin Guzman","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".193",".247",".440",".190","","8","0.0","0.0","","-0.1","0.0","0.0","sa3005619"
